 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
21.0,8920093.0,9.0,15.0,110.0,188.0,32.0,0.0,12.222222,10.744508,34.0,0.0,12.533334,14.54975,33.407722,2.6905549,387830.12,1009019.1,3179093.0,3.0,5877798.0,734724.75,1364950.9,3222718.0,3.0,8919977.0,637141.2,1245762.6,3179093.0,3.0,0.0,0.0,0.0,0.0,296.0,488.0,1.0089581,1.6815969,0.0,34.0,11.92,12.967652,168.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.416667,12.222222,12.533334,296.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,110.0,15.0,188.0,29200.0,227.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39215.688,51.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,19607.844,19607.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,259.0,247.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28571.428,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,14285.714,14285.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,259.0,247.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60606.062,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,30303.031,30303.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,259.0,247.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,12508719.0,22.0,33.0,2008.0,2745.0,640.0,0.0,91.27273,138.18214,976.0,0.0,83.181816,217.28574,379.97495,4.396933,231642.94,640374.5,2532249.0,4.0,10200000.0,487446.0,886861.5,2576469.0,403.0,12500000.0,390893.66,798140.6,2532249.0,4.0,0.0,0.0,0.0,0.0,712.0,1064.0,1.7587732,2.6381598,0.0,976.0,84.875,186.83966,34909.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,86.41818,91.27273,83.181816,712.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2008.0,33.0,2745.0,29200.0,247.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,110.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18181.818,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,9090.909,9090.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,259.0,247.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,229.0,2.0,1.0,14.0,0.0,14.0,0.0,7.0,9.899495,0.0,0.0,0.0,0.0,61135.37,13100.437,114.5,50.204582,150.0,79.0,229.0,229.0,0.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,20.0,8733.624,4366.812,0.0,14.0,7.0,8.082904,65.333336,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.333333,7.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,229.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,12226735.0,21.0,31.0,2008.0,2745.0,640.0,0.0,95.61905,140.04517,976.0,0.0,88.548386,223.315,388.73828,4.252975,239739.9,632482.25,2264404.0,18.0,10600000.0,528085.4,916409.56,2325238.0,235.0,12200000.0,407557.16,787142.6,2264404.0,48.0,0.0,0.0,0.0,0.0,680.0,1000.0,1.7175477,2.5354276,0.0,976.0,89.679245,191.00763,36483.914,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,91.40385,95.61905,88.548386,680.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2008.0,31.0,2745.0,29200.0,247.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,5216127.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7668525,1738709.0,3010454.2,5214882.0,124.0,5216127.0,2608063.5,3686598.0,5214882.0,1245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.57513934,0.19171312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25641.025,78.0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,12820.513,12820.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,259.0,257.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,12261684.0,22.0,32.0,2008.0,2745.0,640.0,0.0,91.27273,138.18214,976.0,0.0,85.78125,220.24059,387.63028,4.4039626,231352.53,628170.8,2378139.0,4.0,10300000.0,492766.9,892479.6,2432238.0,570.0,12300000.0,395533.6,785515.25,2378139.0,4.0,0.0,0.0,0.0,0.0,712.0,1032.0,1.7942071,2.6097558,0.0,976.0,86.41818,188.2012,35419.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,88.01852,91.27273,85.78125,712.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2008.0,32.0,2745.0,29200.0,247.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,11009287.0,21.0,32.0,2008.0,2745.0,640.0,0.0,95.61905,140.04517,976.0,0.0,85.78125,220.24059,431.7264,4.8141174,211717.06,573404.1,2184290.0,3.0,9352233.0,467611.66,828564.6,2232406.0,242.0,11000000.0,355135.66,711614.75,2184290.0,3.0,0.0,0.0,0.0,0.0,680.0,1032.0,1.9074805,2.906637,0.0,976.0,88.01852,189.59027,35944.473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,89.679245,95.61905,85.78125,680.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2008.0,32.0,2745.0,29200.0,247.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,11367509.0,22.0,32.0,2008.0,2745.0,640.0,0.0,91.27273,138.18214,976.0,0.0,85.78125,220.24059,418.12152,4.750381,214481.3,578979.0,2031858.0,3.0,9294038.0,442573.25,796803.4,2062264.0,412.0,11400000.0,366689.7,723542.94,2031858.0,3.0,0.0,0.0,0.0,0.0,712.0,1032.0,1.9353404,2.8150406,0.0,976.0,86.41818,188.2012,35419.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,88.01852,91.27273,85.78125,712.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2008.0,32.0,2745.0,29200.0,247.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,9361425.0,9.0,15.0,107.0,188.0,23.0,0.0,11.888889,9.545214,34.0,0.0,12.533334,14.54975,31.512297,2.5637124,407018.47,1061741.6,3471097.0,3.0,6635274.0,829409.25,1534435.5,3515020.0,50.0,9361297.0,668664.06,1311236.0,3471097.0,3.0,0.0,0.0,0.0,0.0,296.0,488.0,0.9613921,1.6023202,0.0,34.0,11.8,12.649111,160.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.291667,11.888889,12.533334,296.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,107.0,15.0,188.0,29200.0,227.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19801.98,101.0,0.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,9900.99,9900.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,259.0,247.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,9125020.0,9.0,15.0,126.0,188.0,32.0,0.0,14.0,12.288206,34.0,0.0,12.533334,14.54975,34.410885,2.6301312,396740.0,1033097.8,3248666.0,3.0,6006546.0,750818.25,1395801.1,3292920.0,3.0,9124932.0,651780.9,1275610.4,3248666.0,4.0,0.0,0.0,0.0,0.0,296.0,488.0,0.9862992,1.643832,0.0,34.0,12.56,13.460064,181.17334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.083333,14.0,12.533334,296.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,126.0,15.0,188.0,29200.0,227.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,221.0,2.0,1.0,14.0,0.0,14.0,0.0,7.0,9.899495,0.0,0.0,0.0,0.0,63348.418,13574.66,110.5,57.27565,151.0,70.0,221.0,221.0,0.0,221.0,221.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,20.0,9049.773,4524.8867,0.0,14.0,7.0,8.082904,65.333336,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.333333,7.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,229.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,11904943.0,21.0,32.0,2008.0,2745.0,640.0,0.0,95.61905,140.04517,976.0,0.0,85.78125,220.24059,399.24594,4.4519324,228941.22,618504.4,2234783.0,3.0,10300000.0,512823.94,900577.8,2279567.0,486.0,11900000.0,384027.25,767384.8,2234783.0,3.0,0.0,0.0,0.0,0.0,680.0,1032.0,1.7639731,2.6879592,0.0,976.0,88.01852,189.59027,35944.473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,89.679245,95.61905,85.78125,680.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2008.0,32.0,2745.0,29200.0,247.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,274.0,2.0,1.0,14.0,0.0,14.0,0.0,7.0,9.899495,0.0,0.0,0.0,0.0,51094.89,10948.905,137.0,63.63961,182.0,92.0,274.0,274.0,0.0,274.0,274.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,20.0,7299.27,3649.635,0.0,14.0,7.0,8.082904,65.333336,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.333333,7.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,229.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,1.0,2.0,0.0,14.0,0.0,14.0,0.0,7.0,9.899495,0.0,0.0,0.0,0.0,14000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,2000000.0,0.0,0.0,14.0,9.333333,8.082904,65.333336,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,229.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,3.0,2.0,0.0,14.0,0.0,14.0,0.0,7.0,9.899495,0.0,0.0,0.0,0.0,4666666.5,666666.7,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,666666.7,0.0,0.0,14.0,9.333333,8.082904,65.333336,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,229.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,8892251.0,9.0,15.0,104.0,188.0,23.0,0.0,11.555555,9.193899,34.0,0.0,12.533334,14.54975,32.837578,2.6989791,386619.6,989412.3,3027710.0,3.0,6004795.0,750599.4,1356020.2,3071360.0,283.0,8892183.0,635155.94,1219297.5,3027710.0,3.0,0.0,0.0,0.0,0.0,296.0,488.0,1.0121171,1.686862,0.0,34.0,11.68,12.562245,157.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.166667,11.555555,12.533334,296.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,104.0,15.0,188.0,29200.0,227.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
