 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
1270865500000.0,8920093.0,-1253804300000.0,15.0,1272454800000.0,188.0,1271697800000.0,0.0,1268598800000.0,1272010900000.0,1270649700000.0,1268411100000.0,1269115900000.0,14.54975,33.407722,2.6905549,387830.12,1009019.1,3179093.0,1268842500000.0,5877798.0,734724.75,1364950.9,3222718.0,3.0,8919977.0,637141.2,1245762.6,3179093.0,3.0,-1260710700000.0,-1259964900000.0,1258276900000.0,-1260238400000.0,1273964300000.0,488.0,1.0089581,1269664800000.0,1266940500000.0,1272720100000.0,1271827800000.0,1269693000000.0,168.16,-1259690500000.0,-1261470100000.0,1259469000000.0,1260444500000.0,1261631200000.0,1258090100000.0,1259495800000.0,1259141600000.0,-1259045800000.0,12.416667,12.222222,12.533334,1275077100000.0,-1259240800000.0,1260918100000.0,-1260014300000.0,1260492200000.0,-1258708400000.0,-1259886600000.0,9.0,110.0,-1254528500000.0,188.0,1265985100000.0,227.0,-1259470600000.0,32.0,0.0,0.0,1266694800000.0,0.0,0.0,0.0,0.0,0.0
1174034300000.0,51.0,-1158273300000.0,1.0,1175502700000.0,0.0,1174803300000.0,0.0,1171940300000.0,1175092600000.0,1173835000000.0,1171767000000.0,1172418100000.0,0.0,0.0,39215.688,51.0,0.0,51.0,1172165500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1164653400000.0,-1163964300000.0,1162405000000.0,-1164217000000.0,1176897000000.0,32.0,19607.844,1172925000000.0,1170408500000.0,1175747800000.0,1174923500000.0,1172951100000.0,0.0,-1163711000000.0,-1165354700000.0,1163506200000.0,1164407500000.0,1165503600000.0,1162232600000.0,1163530900000.0,1163203700000.0,-1163115200000.0,0.0,0.0,0.0,1177925200000.0,-1163295500000.0,1164845000000.0,-1164009900000.0,1164451400000.0,-1162803500000.0,-1163892100000.0,1.0,0.0,-1158942200000.0,0.0,1169525800000.0,247.0,-1163507800000.0,32.0,0.0,0.0,1170181500000.0,0.0,0.0,0.0,0.0,0.0
1319731500000.0,70.0,-1302014300000.0,1.0,1321381900000.0,0.0,1320595800000.0,0.0,1317377500000.0,1320920800000.0,1319507200000.0,1317182600000.0,1317914500000.0,0.0,0.0,28571.428,70.0,0.0,70.0,1317630600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1309186200000.0,-1308411400000.0,1306658700000.0,-1308695600000.0,1322949400000.0,32.0,14285.714,1318484400000.0,1315655500000.0,1321657300000.0,1320730600000.0,1318513800000.0,0.0,-1308126700000.0,-1309974700000.0,1307896600000.0,1308909800000.0,1310142000000.0,1306465000000.0,1307924200000.0,1307556700000.0,-1307457100000.0,0.0,0.0,0.0,1324105000000.0,-1307659700000.0,1309401700000.0,-1308463000000.0,1308959300000.0,-1307106900000.0,-1308330400000.0,1.0,0.0,-1302766300000.0,0.0,1314663400000.0,247.0,-1307898300000.0,32.0,0.0,0.0,1315400300000.0,0.0,0.0,0.0,0.0,0.0
1140347600000.0,33.0,-1125038700000.0,1.0,1141773700000.0,0.0,1141094400000.0,0.0,1138313700000.0,1141375400000.0,1140153900000.0,1138145400000.0,1138777700000.0,0.0,0.0,60606.062,33.0,0.0,33.0,1138532300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1131235600000.0,-1130566300000.0,1129051800000.0,-1130811900000.0,1143128000000.0,32.0,30303.031,1139270200000.0,1136825700000.0,1142011700000.0,1141211000000.0,1139295400000.0,0.0,-1130320200000.0,-1131917000000.0,1130121400000.0,1130996800000.0,1132061500000.0,1128884300000.0,1130145500000.0,1129827700000.0,-1129741700000.0,0.0,0.0,0.0,1144126700000.0,-1129916800000.0,1131421900000.0,-1130610700000.0,1131039600000.0,-1129439000000.0,-1130496300000.0,1.0,0.0,-1125688400000.0,0.0,1135968500000.0,247.0,-1130123000000.0,32.0,0.0,0.0,1136605300000.0,0.0,0.0,0.0,0.0,0.0
1291791500000.0,12508719.0,-1274449500000.0,33.0,1293407000000.0,2745.0,1292637300000.0,0.0,1289487400000.0,1292955700000.0,1291572100000.0,1289296800000.0,1290013000000.0,217.28574,379.97495,4.396933,231642.94,640374.5,2532249.0,1289735100000.0,10200000.0,487446.0,886861.5,2576469.0,403.0,12500000.0,390893.66,798140.6,2532249.0,4.0,-1281469400000.0,-1280711200000.0,1278995600000.0,-1280989300000.0,1294941300000.0,1064.0,1.7587732,1290570800000.0,1287801800000.0,1293676600000.0,1292769600000.0,1290599500000.0,34909.06,-1280432400000.0,-1282241200000.0,1280207200000.0,1281198900000.0,1282405000000.0,1278806000000.0,1280234400000.0,1279874600000.0,-1279777000000.0,86.41818,91.27273,83.181816,1296072400000.0,-1279975400000.0,1281680300000.0,-1280761500000.0,1281247300000.0,-1279434200000.0,-1280631900000.0,22.0,2008.0,-1275185300000.0,2745.0,1286830700000.0,247.0,-1280209000000.0,32.0,0.0,0.0,1287552100000.0,0.0,0.0,0.0,0.0,0.0
1195009600000.0,110.0,-1178967000000.0,1.0,1196504100000.0,0.0,1195792100000.0,0.0,1192878100000.0,1196086700000.0,1194806700000.0,1192701700000.0,1193364400000.0,0.0,0.0,18181.818,110.0,0.0,110.0,1193107300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1185461000000.0,-1184759700000.0,1183172400000.0,-1185016800000.0,1197923400000.0,32.0,9090.909,1193880600000.0,1191318900000.0,1196753600000.0,1195914600000.0,1193907000000.0,0.0,-1184501700000.0,-1186175000000.0,1184293500000.0,1185210700000.0,1186326500000.0,1182997000000.0,1184318500000.0,1183985400000.0,-1183895300000.0,0.0,0.0,0.0,1198969800000.0,-1184078800000.0,1185656100000.0,-1184806100000.0,1185255500000.0,-1183578300000.0,-1184686100000.0,1.0,0.0,-1179647700000.0,0.0,1190420500000.0,247.0,-1184294900000.0,32.0,0.0,0.0,1191088000000.0,0.0,0.0,0.0,0.0,0.0
1094640400000.0,229.0,-1079945130000.0,1.0,1096009300000.0,0.0,1095357240000.0,0.0,1092688100000.0,1095627050000.0,1094454500000.0,1092526400000.0,1093133300000.0,0.0,61135.37,13100.437,114.5,50.204582,150.0,1092897870000.0,229.0,229.0,0.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,-1085893640000.0,-1085251200000.0,1083797400000.0,-1085486860000.0,1097309400000.0,20.0,8733.624,1093606200000.0,1091259660000.0,1096237840000.0,1095469240000.0,1093630400000.0,65.333336,-1085015060000.0,-1086547800000.0,1084824100000.0,1085664500000.0,1086686560000.0,1083636650000.0,1084847200000.0,1084542200000.0,-1084459600000.0,9.333333,7.0,0.0,1098267900000.0,-1084627600000.0,1086072400000.0,-1085293850000.0,1085705550000.0,-1084169060000.0,-1085183950000.0,2.0,14.0,-1080568800000.0,0.0,1090436800000.0,0.0,-1084825530000.0,32.0,0.0,0.0,1091048000000.0,0.0,0.0,0.0,0.0,0.0
1216179100000.0,12226735.0,-1199852200000.0,31.0,1217700000000.0,2745.0,1216975500000.0,0.0,1214009800000.0,1217275100000.0,1215972500000.0,1213830400000.0,1214504800000.0,223.315,388.73828,4.252975,239739.9,632482.25,2264404.0,1214243000000.0,10600000.0,528085.4,916409.56,2325238.0,235.0,12200000.0,407557.16,787142.6,2264404.0,48.0,-1206461300000.0,-1205747300000.0,1204132100000.0,-1206009200000.0,1219144500000.0,1000.0,1.7175477,1215030100000.0,1212423100000.0,1217954000000.0,1217100000000.0,1215057000000.0,36483.914,-1205484900000.0,-1207187900000.0,1205272800000.0,1206206600000.0,1207342100000.0,1203953600000.0,1205298400000.0,1204959700000.0,-1204867800000.0,91.40385,95.61905,88.548386,1220209500000.0,-1205054600000.0,1206659800000.0,-1205794800000.0,1206252100000.0,-1204545100000.0,-1205672700000.0,21.0,2008.0,-1200545100000.0,2745.0,1211508700000.0,247.0,-1205274400000.0,32.0,0.0,0.0,1212188000000.0,0.0,0.0,0.0,0.0,0.0
1125675200000.0,5216127.0,-1110563200000.0,1.0,1127082900000.0,0.0,1126412300000.0,0.0,1123667300000.0,1126689700000.0,1125484000000.0,1123501200000.0,1124125400000.0,0.0,0.0,0.7668525,1738709.0,3010454.2,5214882.0,1123883200000.0,5216127.0,2608063.5,3686598.0,5214882.0,1245.0,0.0,0.0,0.0,0.0,0.0,-1116680500000.0,-1116019800000.0,1114524700000.0,-1116262100000.0,1128420000000.0,40.0,0.57513934,1124611700000.0,1122198600000.0,1127317900000.0,1126527500000.0,1124636600000.0,0.0,-1115776700000.0,-1117353000000.0,1115580500000.0,1116444800000.0,1117495800000.0,1114359500000.0,1115604100000.0,1115290600000.0,-1115205700000.0,0.0,0.0,0.0,1129405600000.0,-1115378400000.0,1116864200000.0,-1116063700000.0,1116486800000.0,-1114907000000.0,-1115950700000.0,3.0,0.0,-1111204600000.0,0.0,1121352400000.0,28960.0,-1115582100000.0,32.0,0.0,0.0,1121980900000.0,0.0,0.0,0.0,0.0,0.0
1094222150000.0,78.0,-1079532500000.0,1.0,1095590540000.0,0.0,1094938800000.0,0.0,1092270500000.0,1095208340000.0,1094036400000.0,1092109000000.0,1092715700000.0,0.0,0.0,25641.025,78.0,0.0,78.0,1092480340000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1085478800000.0,-1084836540000.0,1083383300000.0,-1085072200000.0,1096890250000.0,32.0,12820.513,1093188300000.0,1090842800000.0,1095818940000.0,1095050700000.0,1093212600000.0,0.0,-1084600550000.0,-1086132600000.0,1084409700000.0,1085249700000.0,1086271400000.0,1083222700000.0,1084432650000.0,1084127800000.0,-1084045260000.0,0.0,0.0,0.0,1097848460000.0,-1084213200000.0,1085657500000.0,-1084879300000.0,1085290640000.0,-1083754800000.0,-1084769300000.0,1.0,0.0,-1080155960000.0,0.0,1090020200000.0,257.0,-1084411100000.0,32.0,0.0,0.0,1090631200000.0,0.0,0.0,0.0,0.0,0.0
1117749600000.0,12261684.0,-1102744100000.0,32.0,1119147500000.0,2745.0,1118481700000.0,0.0,1115756200000.0,1118757200000.0,1117559800000.0,1115591100000.0,1116210900000.0,220.24059,387.63028,4.4039626,231352.53,628170.8,2378139.0,1115970500000.0,10300000.0,492766.9,892479.6,2432238.0,570.0,12300000.0,395533.6,785515.25,2378139.0,4.0,-1108818400000.0,-1108162200000.0,1106677900000.0,-1108403000000.0,1120475000000.0,1032.0,1.7942071,1116693600000.0,1114297600000.0,1119380800000.0,1118596000000.0,1116718500000.0,35419.69,-1107921100000.0,-1109486200000.0,1107726300000.0,1108584200000.0,1109628000000.0,1106513600000.0,1107749600000.0,1107438300000.0,-1107354000000.0,88.01852,91.27273,85.78125,1121453900000.0,-1107525600000.0,1109001000000.0,-1108205900000.0,1108626100000.0,-1107057300000.0,-1108093700000.0,22.0,2008.0,-1103381100000.0,2745.0,1113457400000.0,247.0,-1107727600000.0,32.0,0.0,0.0,1114081500000.0,0.0,0.0,0.0,0.0,0.0
1233058300000.0,11009287.0,-1216504800000.0,32.0,1234600500000.0,2745.0,1233865900000.0,0.0,1230859000000.0,1234169600000.0,1232849000000.0,1230677000000.0,1231360800000.0,220.24059,431.7264,4.8141174,211717.06,573404.1,2184290.0,1231095500000.0,9352233.0,467611.66,828564.6,2232406.0,242.0,11000000.0,355135.66,711614.75,2184290.0,3.0,-1223205700000.0,-1222481800000.0,1220844200000.0,-1222747500000.0,1236064900000.0,1032.0,1.9074805,1231893300000.0,1229250200000.0,1234857900000.0,1233992000000.0,1231920600000.0,35944.473,-1222215900000.0,-1223942300000.0,1222000900000.0,1222947400000.0,1224098700000.0,1220663200000.0,1222026700000.0,1221683300000.0,-1221590300000.0,89.679245,95.61905,85.78125,1237144700000.0,-1221779400000.0,1223406900000.0,-1222529900000.0,1222993500000.0,-1221262800000.0,-1222406000000.0,21.0,2008.0,-1217207300000.0,2745.0,1228323300000.0,247.0,-1222002500000.0,32.0,0.0,0.0,1229011700000.0,0.0,0.0,0.0,0.0,0.0
1160961000000.0,11367509.0,-1145375300000.0,32.0,1162412800000.0,2745.0,1161721300000.0,0.0,1158890300000.0,1162007300000.0,1160763800000.0,1158719000000.0,1159362600000.0,220.24059,418.12152,4.750381,214481.3,578979.0,2031858.0,1159113000000.0,9294038.0,442573.25,796803.4,2062264.0,412.0,11400000.0,366689.7,723542.94,2031858.0,3.0,-1151684300000.0,-1151002900000.0,1149461100000.0,-1151253000000.0,1163791800000.0,1032.0,1.9353404,1159864000000.0,1157375500000.0,1162655300000.0,1161840000000.0,1159889800000.0,35419.69,-1150752500000.0,-1152378000000.0,1150550000000.0,1151441300000.0,1152525300000.0,1149290500000.0,1150574300000.0,1150251000000.0,-1150163400000.0,88.01852,91.27273,85.78125,1164808400000.0,-1150341600000.0,1151873800000.0,-1151048200000.0,1151484700000.0,-1149855300000.0,-1150931700000.0,22.0,2008.0,-1146036800000.0,2745.0,1156502800000.0,247.0,-1150551600000.0,32.0,0.0,0.0,1157150900000.0,0.0,0.0,0.0,0.0,0.0
1164372100000.0,9361425.0,-1148740700000.0,15.0,1165828300000.0,188.0,1165134700000.0,0.0,1162295400000.0,1165421600000.0,1164174300000.0,1162123500000.0,1162769100000.0,14.54975,31.512297,2.5637124,407018.47,1061741.6,3471097.0,1162518600000.0,6635274.0,829409.25,1534435.5,3515020.0,50.0,9361297.0,668664.06,1311236.0,3471097.0,3.0,-1155068300000.0,-1154384900000.0,1152838400000.0,-1154635500000.0,1167211400000.0,488.0,0.9613921,1163271900000.0,1160776100000.0,1166071300000.0,1165253800000.0,1163297800000.0,160.0,-1154133500000.0,-1155764000000.0,1153930600000.0,1154824400000.0,1155911600000.0,1152667500000.0,1153955100000.0,1153630600000.0,-1153542800000.0,12.291667,11.888889,12.533334,1168230800000.0,-1153721600000.0,1155258400000.0,-1154430300000.0,1154868000000.0,-1153233700000.0,-1154313400000.0,9.0,107.0,-1149404200000.0,188.0,1159900800000.0,227.0,-1153932200000.0,32.0,0.0,0.0,1160551000000.0,0.0,0.0,0.0,0.0,0.0
